# Program:featureCounts v2.0.0; Command:"featureCounts" "-T" "8" "-a" "/work/jyanglab/subhash/3.single_cell_RNA_Seq/1.bulk_RNA_seq/3.refrence_genome/Phytozome/PhytozomeV13/Zmays/Zm-B73-REFERENCE-NAM-5.0.55/annotation/Zmays_833_Zm-B73-REFERENCE-NAM-5.0.55.gene.gff3" "-F" "GFF" "-t" "gene" "-g" "ID" "-o" "/work/jyanglab/subhash/3.single_cell_RNA_Seq/1.bulk_RNA_seq/5.read_counts/gene_counts.txt" "/work/jyanglab/subhash/3.single_cell_RNA_Seq/1.bulk_RNA_seq/4.alignmend_files/SRR17859242_sorted.bam" "/work/jyanglab/subhash/3.single_cell_RNA_Seq/1.bulk_RNA_seq/4.alignmend_files/SRR17859243_sorted.bam" "/work/jyanglab/subhash/3.single_cell_RNA_Seq/1.bulk_RNA_seq/4.alignmend_files/SRR17859244_sorted.bam" "/work/jyanglab/subhash/3.single_cell_RNA_Seq/1.bulk_RNA_seq/4.alignmend_files/SRR17859245_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/work/jyanglab/subhash/3.single_cell_RNA_Seq/1.bulk_RNA_seq/4.alignmend_files/SRR17859242_sorted.bam	/work/jyanglab/subhash/3.single_cell_RNA_Seq/1.bulk_RNA_seq/4.alignmend_files/SRR17859243_sorted.bam	/work/jyanglab/subhash/3.single_cell_RNA_Seq/1.bulk_RNA_seq/4.alignmend_files/SRR17859244_sorted.bam	/work/jyanglab/subhash/3.single_cell_RNA_Seq/1.bulk_RNA_seq/4.alignmend_files/SRR17859245_sorted.bam
Zm00001eb002390.Zm_B73_REFERENCE_NAM_5.0.55	1	6750999	6751362	+	364	5524	5466	6067	5110
Zm00001eb002410.Zm_B73_REFERENCE_NAM_5.0.55	1	6774197	6776053	-	1857	0	0	0	0
Zm00001eb002420.Zm_B73_REFERENCE_NAM_5.0.55	1	6778851	6782130	+	3280	2938	4268	6678	4545
Zm00001eb002430.Zm_B73_REFERENCE_NAM_5.0.55	1	6782672	6793725	-	11054	2156	3067	3266	2276
Zm00001eb002440.Zm_B73_REFERENCE_NAM_5.0.55	1	6860587	6865501	-	4915	1896	3526	3692	2547
Zm00001eb002450.Zm_B73_REFERENCE_NAM_5.0.55	1	6868157	6871764	-	3608	190	358	281	276
Zm00001eb002460.Zm_B73_REFERENCE_NAM_5.0.55	1	6981387	6987213	+	5827	620	695	702	469
Zm00001eb002470.Zm_B73_REFERENCE_NAM_5.0.55	1	7017011	7021170	+	4160	88	174	202	139
Zm00001eb002480.Zm_B73_REFERENCE_NAM_5.0.55	1	7025419	7027826	+	2408	24	4	8	4
Zm00001eb002490.Zm_B73_REFERENCE_NAM_5.0.55	1	7027155	7033202	-	6048	1578	1456	1562	1223
Zm00001eb002510.Zm_B73_REFERENCE_NAM_5.0.55	1	7097393	7099916	-	2524	321	271	214	191
Zm00001eb002520.Zm_B73_REFERENCE_NAM_5.0.55	1	7101389	7105705	-	4317	992	1519	2685	1560
Zm00001eb002530.Zm_B73_REFERENCE_NAM_5.0.55	1	7130513	7136524	-	6012	2363	2368	2243	1699
Zm00001eb002540.Zm_B73_REFERENCE_NAM_5.0.55	1	7181045	7201561	+	20517	304	471	647	387
Zm00001eb002550.Zm_B73_REFERENCE_NAM_5.0.55	1	7235106	7239558	+	4453	1278	1379	1056	1095
Zm00001eb002560.Zm_B73_REFERENCE_NAM_5.0.55	1	7240404	7243288	+	2885	535	649	654	533
Zm00001eb002570.Zm_B73_REFERENCE_NAM_5.0.55	1	7282397	7288752	+	6356	3452	3480	3480	2546
Zm00001eb002590.Zm_B73_REFERENCE_NAM_5.0.55	1	7298972	7300989	-	2018	5351	6015	3855	3430
Zm00001eb002600.Zm_B73_REFERENCE_NAM_5.0.55	1	7329669	7331727	+	2059	2	0	0	0
Zm00001eb002610.Zm_B73_REFERENCE_NAM_5.0.55	1	7337514	7342201	+	4688	2412	2986	2959	2402
Zm00001eb002620.Zm_B73_REFERENCE_NAM_5.0.55	1	7344153	7348877	+	4725	522	1051	809	531
Zm00001eb002640.Zm_B73_REFERENCE_NAM_5.0.55	1	7399951	7402416	-	2466	3683	6631	11369	5566
Zm00001eb002650.Zm_B73_REFERENCE_NAM_5.0.55	1	7430966	7432307	-	1342	0	0	0	0
Zm00001eb002660.Zm_B73_REFERENCE_NAM_5.0.55	1	7432853	7434882	-	2030	30	44	16	24
Zm00001eb002680.Zm_B73_REFERENCE_NAM_5.0.55	1	7501227	7506747	+	5521	146	186	313	273
Zm00001eb002690.Zm_B73_REFERENCE_NAM_5.0.55	1	7506984	7509465	+	2482	2596	3471	2814	1449
Zm00001eb002700.Zm_B73_REFERENCE_NAM_5.0.55	1	7509171	7511704	-	2534	8	5	8	13
Zm00001eb002710.Zm_B73_REFERENCE_NAM_5.0.55	1	7509603	7511333	+	1731	0	0	0	0
Zm00001eb002720.Zm_B73_REFERENCE_NAM_5.0.55	1	7540589	7545110	-	4522	0	0	0	1
Zm00001eb002730.Zm_B73_REFERENCE_NAM_5.0.55	1	7540589	7542312	+	1724	0	0	0	0
Zm00001eb002740.Zm_B73_REFERENCE_NAM_5.0.55	1	7638621	7653175	-	14555	943	1185	1016	886
Zm00001eb002750.Zm_B73_REFERENCE_NAM_5.0.55	1	7662616	7663179	-	564	0	0	0	0
Zm00001eb002760.Zm_B73_REFERENCE_NAM_5.0.55	1	7666035	7668601	-	2567	1275	1374	1151	742
Zm00001eb002770.Zm_B73_REFERENCE_NAM_5.0.55	1	7717416	7718442	+	1027	0	0	0	0
Zm00001eb002780.Zm_B73_REFERENCE_NAM_5.0.55	1	7779715	7781456	-	1742	9120	6389	7080	7263
Zm00001eb002790.Zm_B73_REFERENCE_NAM_5.0.55	1	7813648	7815428	-	1781	9862	7273	7085	7807
Zm00001eb002800.Zm_B73_REFERENCE_NAM_5.0.55	1	7817539	7818734	-	1196	7685	6684	4987	5829
Zm00001eb002810.Zm_B73_REFERENCE_NAM_5.0.55	1	7820676	7822238	-	1563	177	349	603	391
Zm00001eb002820.Zm_B73_REFERENCE_NAM_5.0.55	1	7915951	7926608	-	10658	296	419	435	283
Zm00001eb002830.Zm_B73_REFERENCE_NAM_5.0.55	1	7953030	7955203	-	2174	2942	3519	1723	1896
Zm00001eb002840.Zm_B73_REFERENCE_NAM_5.0.55	1	7980547	7983309	-	2763	0	0	0	0
Zm00001eb002850.Zm_B73_REFERENCE_NAM_5.0.55	1	7981349	7983158	+	1810	0	0	0	0
Zm00001eb002860.Zm_B73_REFERENCE_NAM_5.0.55	1	7988607	7990762	-	2156	2	0	0	0
Zm00001eb002870.Zm_B73_REFERENCE_NAM_5.0.55	1	7990945	7991778	+	834	310	314	187	276
Zm00001eb002880.Zm_B73_REFERENCE_NAM_5.0.55	1	7995660	8000444	-	4785	0	0	0	4
Zm00001eb002890.Zm_B73_REFERENCE_NAM_5.0.55	1	8030978	8031633	+	656	0	0	0	0
Zm00001eb002900.Zm_B73_REFERENCE_NAM_5.0.55	1	8031915	8033230	+	1316	0	1	1	0
Zm00001eb002910.Zm_B73_REFERENCE_NAM_5.0.55	1	8044269	8046992	-	2724	10	34	34	125
Zm00001eb002920.Zm_B73_REFERENCE_NAM_5.0.55	1	8050050	8050956	+	907	110	174	216	143
Zm00001eb002930.Zm_B73_REFERENCE_NAM_5.0.55	1	8050717	8053834	-	3118	153	154	115	107
Zm00001eb002940.Zm_B73_REFERENCE_NAM_5.0.55	1	8055025	8058183	-	3159	423	659	635	499
Zm00001eb002950.Zm_B73_REFERENCE_NAM_5.0.55	1	8064330	8065482	-	1153	2526	2057	1290	2164
Zm00001eb002960.Zm_B73_REFERENCE_NAM_5.0.55	1	8087643	8099716	-	12074	27974	23907	30624	23480
Zm00001eb002970.Zm_B73_REFERENCE_NAM_5.0.55	1	8167463	8170474	+	3012	0	0	0	1
Zm00001eb002980.Zm_B73_REFERENCE_NAM_5.0.55	1	8170576	8171343	+	768	0	0	0	0
Zm00001eb002990.Zm_B73_REFERENCE_NAM_5.0.55	1	8180977	8183283	+	2307	0	0	0	0
Zm00001eb003000.Zm_B73_REFERENCE_NAM_5.0.55	1	8216041	8220640	+	4600	1053	1094	1127	964
Zm00001eb003010.Zm_B73_REFERENCE_NAM_5.0.55	1	8222270	8226801	-	4532	1927	2162	1894	1644
Zm00001eb003020.Zm_B73_REFERENCE_NAM_5.0.55	1	8237799	8243846	+	6048	1816	2306	1830	1558
Zm00001eb003030.Zm_B73_REFERENCE_NAM_5.0.55	1	8244440	8248023	-	3584	395	401	351	325
Zm00001eb003040.Zm_B73_REFERENCE_NAM_5.0.55	1	8268532	8271928	+	3397	802	1069	1176	829
Zm00001eb003050.Zm_B73_REFERENCE_NAM_5.0.55	1	8271065	8271757	-	693	0	0	0	0
Zm00001eb003060.Zm_B73_REFERENCE_NAM_5.0.55	1	8274777	8292607	-	17831	0	0	0	0
Zm00001eb003070.Zm_B73_REFERENCE_NAM_5.0.55	1	8298052	8307439	+	9388	1303	1856	2043	1695
Zm00001eb003080.Zm_B73_REFERENCE_NAM_5.0.55	1	8307488	8310461	+	2974	290	270	259	174
Zm00001eb003090.Zm_B73_REFERENCE_NAM_5.0.55	1	8308330	8311889	-	3560	59	72	69	41
Zm00001eb003100.Zm_B73_REFERENCE_NAM_5.0.55	1	8349982	8350543	-	562	0	0	0	0
Zm00001eb003110.Zm_B73_REFERENCE_NAM_5.0.55	1	8421233	8424781	+	3549	400	465	406	189
Zm00001eb003120.Zm_B73_REFERENCE_NAM_5.0.55	1	8431970	8434160	+	2191	0	0	2	0
Zm00001eb003130.Zm_B73_REFERENCE_NAM_5.0.55	1	8488013	8492319	+	4307	1025	1310	919	878
Zm00001eb003140.Zm_B73_REFERENCE_NAM_5.0.55	1	8507769	8509626	+	1858	103	207	207	90
Zm00001eb003150.Zm_B73_REFERENCE_NAM_5.0.55	1	8508665	8513447	-	4783	0	0	4	0
Zm00001eb003160.Zm_B73_REFERENCE_NAM_5.0.55	1	8514570	8518418	-	3849	0	0	0	3
Zm00001eb003170.Zm_B73_REFERENCE_NAM_5.0.55	1	8532021	8535132	-	3112	3359	3798	2828	2825
Zm00001eb003180.Zm_B73_REFERENCE_NAM_5.0.55	1	8597480	8600656	+	3177	8585	18652	29195	18269
Zm00001eb003190.Zm_B73_REFERENCE_NAM_5.0.55	1	8602409	8607605	-	5197	1547	1615	1343	884
Zm00001eb003200.Zm_B73_REFERENCE_NAM_5.0.55	1	8611599	8612643	+	1045	20	21	28	23
Zm00001eb003210.Zm_B73_REFERENCE_NAM_5.0.55	1	8613269	8616306	-	3038	11	3	6	1
Zm00001eb003220.Zm_B73_REFERENCE_NAM_5.0.55	1	8636709	8638722	-	2014	0	0	0	0
Zm00001eb003230.Zm_B73_REFERENCE_NAM_5.0.55	1	8636709	8642534	+	5826	6	2	0	10
Zm00001eb003240.Zm_B73_REFERENCE_NAM_5.0.55	1	8709369	8711596	-	2228	187	260	151	78
Zm00001eb003270.Zm_B73_REFERENCE_NAM_5.0.55	1	8727546	8729506	+	1961	0	0	0	0
Zm00001eb003280.Zm_B73_REFERENCE_NAM_5.0.55	1	8729702	8730680	+	979	0	0	0	0
Zm00001eb003290.Zm_B73_REFERENCE_NAM_5.0.55	1	8755763	8756164	-	402	0	0	0	0
Zm00001eb003300.Zm_B73_REFERENCE_NAM_5.0.55	1	8782852	8790018	-	7167	0	0	0	0
Zm00001eb003310.Zm_B73_REFERENCE_NAM_5.0.55	1	8851179	8853759	+	2581	0	0	0	0
Zm00001eb003330.Zm_B73_REFERENCE_NAM_5.0.55	1	8914927	8917458	-	2532	88	139	173	85
Zm00001eb003340.Zm_B73_REFERENCE_NAM_5.0.55	1	8917369	8919509	+	2141	90	130	122	75
Zm00001eb003350.Zm_B73_REFERENCE_NAM_5.0.55	1	8944150	8949254	-	5105	3750	4591	6610	3937
Zm00001eb003360.Zm_B73_REFERENCE_NAM_5.0.55	1	8950876	8952733	-	1858	293	371	221	173
Zm00001eb003370.Zm_B73_REFERENCE_NAM_5.0.55	1	9014035	9014807	-	773	0	0	0	0
Zm00001eb003380.Zm_B73_REFERENCE_NAM_5.0.55	1	9015572	9035686	+	20115	0	0	0	0
Zm00001eb003390.Zm_B73_REFERENCE_NAM_5.0.55	1	9037408	9038136	-	729	0	0	0	0
Zm00001eb003400.Zm_B73_REFERENCE_NAM_5.0.55	1	9043695	9047104	+	3410	0	6	2	0
Zm00001eb003420.Zm_B73_REFERENCE_NAM_5.0.55	1	9048595	9051295	+	2701	2233	4250	6302	3482
Zm00001eb003440.Zm_B73_REFERENCE_NAM_5.0.55	1	9055141	9058547	+	3407	307	562	540	283
Zm00001eb003450.Zm_B73_REFERENCE_NAM_5.0.55	1	9096081	9099284	+	3204	317	146	164	144
Zm00001eb003460.Zm_B73_REFERENCE_NAM_5.0.55	1	9164434	9168992	+	4559	254	153	156	175
Zm00001eb003470.Zm_B73_REFERENCE_NAM_5.0.55	1	9192133	9193586	-	1454	513	501	492	265
Zm00001eb003480.Zm_B73_REFERENCE_NAM_5.0.55	1	9277279	9280548	+	3270	5084	5422	3936	3444
Zm00001eb003490.Zm_B73_REFERENCE_NAM_5.0.55	1	9282197	9289488	-	7292	8961	9725	9762	6987
Zm00001eb003510.Zm_B73_REFERENCE_NAM_5.0.55	1	9340660	9347192	-	6533	1151	1667	1663	1283
Zm00001eb003520.Zm_B73_REFERENCE_NAM_5.0.55	1	9386888	9389574	+	2687	0	2	0	0
Zm00001eb003530.Zm_B73_REFERENCE_NAM_5.0.55	1	9412266	9419447	-	7182	0	0	0	0
Zm00001eb003540.Zm_B73_REFERENCE_NAM_5.0.55	1	9423681	9428283	+	4603	4736	5072	5287	4389
Zm00001eb003550.Zm_B73_REFERENCE_NAM_5.0.55	1	9483547	9565925	+	82379	2385	2339	3074	2475
Zm00001eb003560.Zm_B73_REFERENCE_NAM_5.0.55	1	9530493	9531449	-	957	0	0	0	0
Zm00001eb003570.Zm_B73_REFERENCE_NAM_5.0.55	1	9556542	9557259	-	718	0	0	0	0
Zm00001eb003580.Zm_B73_REFERENCE_NAM_5.0.55	1	9572976	9579961	-	6986	346	307	385	251
Zm00001eb003590.Zm_B73_REFERENCE_NAM_5.0.55	1	9573057	9573905	+	849	0	0	0	0
Zm00001eb003600.Zm_B73_REFERENCE_NAM_5.0.55	1	9666328	9668547	+	2220	27	45	105	75
Zm00001eb003610.Zm_B73_REFERENCE_NAM_5.0.55	1	9681997	9684249	-	2253	12	67	106	69
Zm00001eb003620.Zm_B73_REFERENCE_NAM_5.0.55	1	9711153	9713316	+	2164	24	75	129	67
Zm00001eb003630.Zm_B73_REFERENCE_NAM_5.0.55	1	9716960	9719094	+	2135	79	81	259	160
Zm00001eb003650.Zm_B73_REFERENCE_NAM_5.0.55	1	9770696	9773193	+	2498	1119	1341	1741	1040
Zm00001eb003660.Zm_B73_REFERENCE_NAM_5.0.55	1	9816090	9819649	-	3560	1941	3668	6421	5825
Zm00001eb003670.Zm_B73_REFERENCE_NAM_5.0.55	1	9922122	9932704	+	10583	1017	1077	888	559
Zm00001eb003680.Zm_B73_REFERENCE_NAM_5.0.55	1	9963642	9966321	-	2680	0	0	0	0
Zm00001eb003690.Zm_B73_REFERENCE_NAM_5.0.55	1	9997481	10000557	-	3077	976	1556	1700	1177
Zm00001eb003700.Zm_B73_REFERENCE_NAM_5.0.55	1	10041312	10045344	+	4033	623	646	208	319
Zm00001eb003710.Zm_B73_REFERENCE_NAM_5.0.55	1	10051001	10051518	-	518	0	0	0	0
Zm00001eb003720.Zm_B73_REFERENCE_NAM_5.0.55	1	10053505	10054331	-	827	0	2	1	0
Zm00001eb003730.Zm_B73_REFERENCE_NAM_5.0.55	1	10086538	10088673	-	2136	70982	69055	74029	63122
Zm00001eb003740.Zm_B73_REFERENCE_NAM_5.0.55	1	10094872	10097736	+	2865	20	20	6	0
Zm00001eb003750.Zm_B73_REFERENCE_NAM_5.0.55	1	10193332	10194462	+	1131	173	287	294	220
Zm00001eb003760.Zm_B73_REFERENCE_NAM_5.0.55	1	10197232	10201491	+	4260	379	409	308	300
Zm00001eb003770.Zm_B73_REFERENCE_NAM_5.0.55	1	10256029	10258696	+	2668	0	0	0	0
Zm00001eb003780.Zm_B73_REFERENCE_NAM_5.0.55	1	10284767	10294120	+	9354	350	337	311	287
Zm00001eb003790.Zm_B73_REFERENCE_NAM_5.0.55	1	10375265	10378655	-	3391	0	0	0	0
Zm00001eb003800.Zm_B73_REFERENCE_NAM_5.0.55	1	10386391	10387248	+	858	0	0	1	0
Zm00001eb003810.Zm_B73_REFERENCE_NAM_5.0.55	1	10427630	10507897	+	80268	1576	1761	1757	1488
Zm00001eb003820.Zm_B73_REFERENCE_NAM_5.0.55	1	10511453	10512069	+	617	344	555	305	163
Zm00001eb003830.Zm_B73_REFERENCE_NAM_5.0.55	1	10549979	10558095	-	8117	7419	7232	7180	5459
Zm00001eb003840.Zm_B73_REFERENCE_NAM_5.0.55	1	10616565	10622381	-	5817	2309	3210	3755	2183
Zm00001eb003850.Zm_B73_REFERENCE_NAM_5.0.55	1	10622440	10625585	+	3146	305	482	400	350
Zm00001eb003860.Zm_B73_REFERENCE_NAM_5.0.55	1	10672311	10674525	-	2215	124	125	109	84
Zm00001eb003870.Zm_B73_REFERENCE_NAM_5.0.55	1	10675981	10677669	-	1689	0	0	2	0
Zm00001eb003880.Zm_B73_REFERENCE_NAM_5.0.55	1	10679227	10681893	-	2667	817	851	713	620
Zm00001eb003890.Zm_B73_REFERENCE_NAM_5.0.55	1	10774523	10779546	+	5024	565	715	363	387
Zm00001eb003900.Zm_B73_REFERENCE_NAM_5.0.55	1	10795528	10798665	-	3138	186	264	303	216
Zm00001eb003910.Zm_B73_REFERENCE_NAM_5.0.55	1	10907217	10908561	+	1345	7	21	41	17
Zm00001eb003920.Zm_B73_REFERENCE_NAM_5.0.55	1	10913208	10914536	-	1329	6	5	0	2
Zm00001eb003930.Zm_B73_REFERENCE_NAM_5.0.55	1	10931611	10936195	-	4585	2908	5066	10196	7094
Zm00001eb003940.Zm_B73_REFERENCE_NAM_5.0.55	1	10985266	10986096	-	831	0	2	0	0
Zm00001eb003950.Zm_B73_REFERENCE_NAM_5.0.55	1	10985779	10986098	+	320	0	0	0	0
Zm00001eb003960.Zm_B73_REFERENCE_NAM_5.0.55	1	10986206	10988709	-	2504	6	6	18	17
Zm00001eb003970.Zm_B73_REFERENCE_NAM_5.0.55	1	11046929	11051293	+	4365	307	503	526	253
Zm00001eb004000.Zm_B73_REFERENCE_NAM_5.0.55	1	11064107	11065807	-	1701	231	206	178	121
Zm00001eb004020.Zm_B73_REFERENCE_NAM_5.0.55	1	11075805	11076645	+	841	0	0	2	0
Zm00001eb004030.Zm_B73_REFERENCE_NAM_5.0.55	1	11078505	11085350	-	6846	6253	6411	7638	6173
Zm00001eb004040.Zm_B73_REFERENCE_NAM_5.0.55	1	11087925	11088497	-	573	0	1	0	0
Zm00001eb004050.Zm_B73_REFERENCE_NAM_5.0.55	1	11194545	11198830	+	4286	201	271	206	128
Zm00001eb004060.Zm_B73_REFERENCE_NAM_5.0.55	1	11199762	11200076	-	315	0	0	0	0
Zm00001eb004070.Zm_B73_REFERENCE_NAM_5.0.55	1	11214658	11215211	+	554	0	0	0	0
Zm00001eb004080.Zm_B73_REFERENCE_NAM_5.0.55	1	11247923	11253035	-	5113	0	0	0	0
Zm00001eb004090.Zm_B73_REFERENCE_NAM_5.0.55	1	11254074	11260817	+	6744	803	957	972	776
Zm00001eb004100.Zm_B73_REFERENCE_NAM_5.0.55	1	11304260	11306250	-	1991	0	0	0	0
Zm00001eb004110.Zm_B73_REFERENCE_NAM_5.0.55	1	11304278	11306258	+	1981	0	0	0	0
Zm00001eb004120.Zm_B73_REFERENCE_NAM_5.0.55	1	11327287	11334068	-	6782	2944	3380	3602	2476
Zm00001eb004130.Zm_B73_REFERENCE_NAM_5.0.55	1	11387155	11387466	+	312	0	2	0	0
Zm00001eb004140.Zm_B73_REFERENCE_NAM_5.0.55	1	11388592	11390370	-	1779	122	183	358	250
Zm00001eb004150.Zm_B73_REFERENCE_NAM_5.0.55	1	11388644	11389116	-	473	0	0	0	0
Zm00001eb004160.Zm_B73_REFERENCE_NAM_5.0.55	1	11479203	11485535	+	6333	1398	2252	3178	1660
Zm00001eb004170.Zm_B73_REFERENCE_NAM_5.0.55	1	11486189	11491069	-	4881	6002	5845	6262	4110
Zm00001eb004180.Zm_B73_REFERENCE_NAM_5.0.55	1	11559724	11562557	-	2834	342	230	289	300
Zm00001eb004190.Zm_B73_REFERENCE_NAM_5.0.55	1	11566533	11573834	+	7302	362	481	313	306
Zm00001eb004200.Zm_B73_REFERENCE_NAM_5.0.55	1	11611294	11613230	+	1937	6	0	4	2
Zm00001eb004210.Zm_B73_REFERENCE_NAM_5.0.55	1	11615310	11620571	-	5262	1980	2026	2086	1803
Zm00001eb004220.Zm_B73_REFERENCE_NAM_5.0.55	1	11664918	11673254	+	8337	0	0	0	0
Zm00001eb004230.Zm_B73_REFERENCE_NAM_5.0.55	1	11678348	11693101	+	14754	0	0	0	0
Zm00001eb004240.Zm_B73_REFERENCE_NAM_5.0.55	1	11776626	11783053	+	6428	338	438	447	385
Zm00001eb004250.Zm_B73_REFERENCE_NAM_5.0.55	1	11847885	11880702	+	32818	343	565	765	521
Zm00001eb004260.Zm_B73_REFERENCE_NAM_5.0.55	1	11938116	11939457	+	1342	147	216	981	492
Zm00001eb004280.Zm_B73_REFERENCE_NAM_5.0.55	1	11969617	11970074	-	458	4	17	64	17
Zm00001eb004290.Zm_B73_REFERENCE_NAM_5.0.55	1	11999339	12034402	+	35064	2200	2232	2684	2056
Zm00001eb004300.Zm_B73_REFERENCE_NAM_5.0.55	1	12034631	12035191	-	561	4	12	9	2
Zm00001eb004310.Zm_B73_REFERENCE_NAM_5.0.55	1	12036472	12042381	-	5910	1072	1352	1420	1002
Zm00001eb004320.Zm_B73_REFERENCE_NAM_5.0.55	1	12066478	12071483	+	5006	673	1015	1247	1016
Zm00001eb004330.Zm_B73_REFERENCE_NAM_5.0.55	1	12068592	12069495	-	904	0	0	0	0
Zm00001eb004340.Zm_B73_REFERENCE_NAM_5.0.55	1	12071464	12078408	-	6945	304	398	294	304
Zm00001eb004350.Zm_B73_REFERENCE_NAM_5.0.55	1	12077020	12077608	+	589	0	0	0	0
Zm00001eb004360.Zm_B73_REFERENCE_NAM_5.0.55	1	12181024	12182613	+	1590	0	0	0	0
Zm00001eb004370.Zm_B73_REFERENCE_NAM_5.0.55	1	12184201	12192434	+	8234	2718	3222	2540	2309
Zm00001eb004380.Zm_B73_REFERENCE_NAM_5.0.55	1	12225833	12228039	-	2207	0	0	0	0
Zm00001eb004390.Zm_B73_REFERENCE_NAM_5.0.55	1	12225905	12227916	+	2012	0	0	0	0
Zm00001eb004400.Zm_B73_REFERENCE_NAM_5.0.55	1	12231188	12236708	+	5521	3109	3254	4800	3055
Zm00001eb004410.Zm_B73_REFERENCE_NAM_5.0.55	1	12235692	12237894	-	2203	18	17	16	3
Zm00001eb004420.Zm_B73_REFERENCE_NAM_5.0.55	1	12250196	12255463	-	5268	10635	12211	14115	9596
Zm00001eb004430.Zm_B73_REFERENCE_NAM_5.0.55	1	12259826	12270517	-	10692	1243	1696	1115	766
Zm00001eb004440.Zm_B73_REFERENCE_NAM_5.0.55	1	12269760	12274137	+	4378	2237	2815	1524	1242
Zm00001eb004450.Zm_B73_REFERENCE_NAM_5.0.55	1	12295517	12296916	+	1400	0	1	0	0
Zm00001eb004460.Zm_B73_REFERENCE_NAM_5.0.55	1	12295693	12296799	-	1107	0	0	0	0
Zm00001eb004470.Zm_B73_REFERENCE_NAM_5.0.55	1	12338113	12339599	-	1487	0	2	0	0
Zm00001eb004480.Zm_B73_REFERENCE_NAM_5.0.55	1	12339919	12341874	+	1956	240	292	289	199
Zm00001eb004490.Zm_B73_REFERENCE_NAM_5.0.55	1	12343656	12345162	-	1507	371	369	209	192
Zm00001eb004500.Zm_B73_REFERENCE_NAM_5.0.55	1	12398256	12406197	+	7942	1483	1358	1128	1157
Zm00001eb004510.Zm_B73_REFERENCE_NAM_5.0.55	1	12406625	12427547	+	20923	208	242	186	159
Zm00001eb004530.Zm_B73_REFERENCE_NAM_5.0.55	1	12428363	12428656	-	294	17	32	23	12
Zm00001eb004540.Zm_B73_REFERENCE_NAM_5.0.55	1	12434130	12438763	-	4634	301	326	451	258
Zm00001eb004550.Zm_B73_REFERENCE_NAM_5.0.55	1	12441876	12448043	-	6168	14237	15197	11157	7628
Zm00001eb004560.Zm_B73_REFERENCE_NAM_5.0.55	1	12516663	12520623	-	3961	280	465	407	360
Zm00001eb004570.Zm_B73_REFERENCE_NAM_5.0.55	1	12524456	12527892	-	3437	689	973	834	734
Zm00001eb004590.Zm_B73_REFERENCE_NAM_5.0.55	1	12528020	12535668	-	7649	197	278	327	211
Zm00001eb004600.Zm_B73_REFERENCE_NAM_5.0.55	1	12553686	12555464	+	1779	0	2	0	0
Zm00001eb004610.Zm_B73_REFERENCE_NAM_5.0.55	1	12569227	12569669	+	443	0	0	0	0
Zm00001eb004630.Zm_B73_REFERENCE_NAM_5.0.55	1	12571270	12577450	+	6181	209	235	191	130
Zm00001eb004640.Zm_B73_REFERENCE_NAM_5.0.55	1	12582061	12582653	-	593	0	0	0	0
Zm00001eb004650.Zm_B73_REFERENCE_NAM_5.0.55	1	12588668	12589162	-	495	6	11	33	14
Zm00001eb004660.Zm_B73_REFERENCE_NAM_5.0.55	1	12616876	12620960	+	4085	10273	10274	8085	8719
Zm00001eb004670.Zm_B73_REFERENCE_NAM_5.0.55	1	12621329	12624469	+	3141	374	571	379	270
Zm00001eb004690.Zm_B73_REFERENCE_NAM_5.0.55	1	12649573	12650470	+	898	0	0	0	0
Zm00001eb004710.Zm_B73_REFERENCE_NAM_5.0.55	1	12753456	12759000	+	5545	2	0	0	0
Zm00001eb004720.Zm_B73_REFERENCE_NAM_5.0.55	1	12918149	12919161	-	1013	0	0	0	0
Zm00001eb004730.Zm_B73_REFERENCE_NAM_5.0.55	1	12918242	12919138	+	897	0	0	0	0
Zm00001eb004740.Zm_B73_REFERENCE_NAM_5.0.55	1	12946795	12948737	-	1943	0	3	1	0
Zm00001eb004750.Zm_B73_REFERENCE_NAM_5.0.55	1	12947027	12948959	+	1933	3	4	3	4
Zm00001eb004760.Zm_B73_REFERENCE_NAM_5.0.55	1	13031568	13034810	+	3243	0	0	4	2
Zm00001eb004770.Zm_B73_REFERENCE_NAM_5.0.55	1	13037019	13041323	+	4305	270	242	262	179
Zm00001eb004780.Zm_B73_REFERENCE_NAM_5.0.55	1	13056661	13070870	+	14210	1189	1335	1450	1179
Zm00001eb004790.Zm_B73_REFERENCE_NAM_5.0.55	1	13071925	13078304	+	6380	1707	2241	2347	1856
Zm00001eb004800.Zm_B73_REFERENCE_NAM_5.0.55	1	13164776	13165131	+	356	0	0	0	0
Zm00001eb004810.Zm_B73_REFERENCE_NAM_5.0.55	1	13165905	13167504	+	1600	0	0	0	0
Zm00001eb004820.Zm_B73_REFERENCE_NAM_5.0.55	1	13231822	13232274	+	453	0	0	0	0
Zm00001eb004830.Zm_B73_REFERENCE_NAM_5.0.55	1	13262357	13262578	+	222	2	0	0	0
Zm00001eb004840.Zm_B73_REFERENCE_NAM_5.0.55	1	13266011	13274434	-	8424	0	0	0	0
Zm00001eb004850.Zm_B73_REFERENCE_NAM_5.0.55	1	13283172	13283498	+	327	0	0	0	3
Zm00001eb004860.Zm_B73_REFERENCE_NAM_5.0.55	1	13300096	13315554	-	15459	0	0	0	1
Zm00001eb004880.Zm_B73_REFERENCE_NAM_5.0.55	1	13335301	13335522	+	222	0	0	0	0
